City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
378,sinnamary,92,GF,1520907133,96,5.38,-52.96,79.2,14.0
379,sterling,90,US,1520905980,80,39.0,-77.4,39.2,11.41
380,hangzhou,0,CN,1520904600,56,30.25,120.21,68.0,4.47
381,eau claire,1,US,1520904900,43,44.81,-91.5,33.8,9.17
382,kindu,44,CD,1520907135,97,-2.95,25.92,71.46,2.15
383,lavrentiya,56,RU,1520907135,100,65.58,-170.99,1.62,16.8
384,poso,8,ID,1520907136,100,-1.4,120.75,81.72,4.72
385,killybegs,64,IE,1520907136,100,54.63,-8.45,41.49,7.96
386,arauco,0,CL,1520906400,66,-37.25,-73.32,55.4,6.93
387,dongsheng,80,CN,1520907137,81,29.72,112.52,70.2,8.41
388,baruun-urt,36,MN,1520907137,64,46.68,113.28,35.19,12.55
389,kavaratti,0,IN,1520907138,100,10.57,72.64,83.52,5.84
390,upington,0,ZA,1520902800,30,-28.46,21.24,68.0,5.82
391,timra,92,SE,1520905800,100,62.49,17.33,30.2,8.05
392,griffith,0,AU,1520907070,51,-34.29,146.06,76.23,9.64
393,whitewater,40,US,1520905980,70,42.83,-88.73,35.6,11.41
394,laguna,75,MX,1520905260,53,27.52,-110.01,71.6,4.7
395,yeppoon,40,AU,1520904600,48,-23.13,150.74,84.2,12.75
396,santa maria,0,BR,1520902800,87,-29.69,-53.81,57.2,2.24
397,banjarmasin,92,ID,1520907142,100,-3.32,114.59,77.31,5.39
398,anadyr,90,RU,1520904600,76,64.73,177.51,-4.01,11.18
399,taunggyi,0,MM,1520907143,40,20.78,97.03,73.8,3.15
400,bosaso,0,SO,1520907143,100,11.28,49.18,74.97,2.59
401,otjimbingwe,56,NA,1520907144,78,-22.35,16.13,57.33,2.15
402,ariquemes,8,BR,1520907028,92,-9.91,-63.03,75.96,1.92
403,weare,90,US,1520905080,100,43.75,-86.34,32.0,4.7
404,cermik,0,TR,1520902200,79,38.14,39.45,35.6,4.7
405,camopi,92,GF,1520907145,89,3.17,-52.33,74.97,3.27
406,joyabaj,0,GT,1520906400,60,14.99,-90.8,71.6,18.34
407,havoysund,75,NO,1520905800,92,71.0,24.66,26.6,19.46
408,haines junction,32,CA,1520907147,94,60.75,-137.51,25.65,2.04
409,leona vicario,75,MX,1520905680,100,20.99,-87.21,75.2,3.36
410,biak,76,ID,1520907017,94,-0.91,122.88,82.17,1.36
411,eydhafushi,92,MV,1520907148,100,5.1,73.07,77.58,9.86
412,yamada,0,JP,1520902800,28,36.58,137.08,64.4,12.75
413,kisangani,80,CD,1520907149,100,0.52,25.21,70.83,0.36
414,waddan,0,LY,1520907150,63,29.16,16.14,57.15,10.87
415,vidim,0,CZ,1520904600,87,50.47,14.53,46.4,11.41
416,goderich,92,CA,1520907036,91,43.74,-81.71,26.73,5.61
417,vao,92,EE,1520907150,97,59.1,26.19,36.72,9.64
418,camacha,75,PT,1520904600,93,33.08,-16.33,62.6,11.41
419,ghanzi,0,BW,1520907151,78,-21.7,21.65,61.83,4.94
420,mitu,0,IR,1520907152,77,36.2,46.09,26.1,2.82
421,ust-tsilma,92,RU,1520907152,77,65.44,52.15,24.12,8.41
422,dubbo,0,AU,1520904600,30,-32.25,148.6,84.2,4.7
423,itarema,88,BR,1520907088,90,-2.92,-39.92,78.3,4.72
424,uspenka,0,UA,1520907153,85,48.39,39.16,10.8,9.75
425,vilyuysk,32,RU,1520907153,58,63.75,121.63,2.25,3.94
426,beloha,8,MG,1520907153,93,-25.17,45.06,73.62,9.75
427,barcelos,90,PT,1520904600,93,41.53,-8.62,50.0,12.75
428,turinsk,0,RU,1520907154,56,58.04,63.7,-5.41,4.94
429,la asuncion,48,EC,1520907155,100,-1.64,-78.74,42.75,1.48
430,steinbach,20,CA,1520902800,78,49.53,-96.69,14.0,8.05
431,colombo,40,LK,1520903400,88,6.93,79.85,75.2,3.36
432,seoul,20,KR,1520906100,41,37.57,126.98,60.8,13.87
433,abha,0,SA,1520902800,87,18.22,42.5,51.8,3.04
434,lincoln,36,GB,1520905800,100,53.23,-0.54,41.0,8.05
435,hun,92,BE,1520906100,93,50.34,4.87,46.4,14.99
436,sao gabriel,0,BR,1520907159,59,-30.34,-54.32,58.05,7.18
437,seddon,68,NZ,1520907160,66,-41.67,174.07,69.84,10.2
438,nome,1,US,1520904900,66,30.04,-94.42,57.2,5.95
439,zalari,32,RU,1520907161,76,53.57,102.52,6.66,8.75
440,quzhou,44,CN,1520907161,67,28.97,118.86,68.22,3.6
441,sokolo,8,ML,1520907162,29,14.74,-6.12,73.35,10.65
442,ixtapa,20,MX,1520905620,100,20.71,-105.21,71.6,1.14
443,narrabri,0,AU,1520907162,62,-30.33,149.78,81.72,4.38
444,mariveles,20,PH,1520902800,58,14.48,120.48,84.2,13.87
445,hervey bay,80,AU,1520907163,97,-25.3,152.85,77.58,14.0
446,arthur,75,US,1520904900,33,41.57,-101.69,44.6,8.05
447,bandarbeyla,92,SO,1520907103,100,9.49,50.81,77.85,5.28
448,vetluga,64,RU,1520907165,85,57.85,45.78,7.2,5.95
449,magsingal,20,PH,1520902800,51,17.69,120.43,80.6,2.24
450,abu samrah,8,SY,1520907165,96,35.3,37.18,42.66,4.16
451,bilibino,20,RU,1520907114,52,68.06,166.44,-19.0,3.15
452,ouadda,24,CF,1520907166,76,8.07,22.4,73.62,4.16
453,kautokeino,64,NO,1520907167,83,69.01,23.04,2.16,2.82
454,mackenzie,1,CA,1520902800,39,55.34,-123.09,46.4,1.14
455,saldanha,92,PT,1520907167,100,41.42,-6.55,43.29,3.38
456,ucluelet,75,CA,1520902800,54,48.94,-125.55,57.2,6.93
457,adrar,0,DZ,1520902800,11,27.87,-0.29,66.2,16.11
458,araouane,0,ML,1520907168,25,18.9,-3.53,70.56,9.64
459,langue,75,HN,1520906400,56,13.62,-87.66,73.4,2.24
460,pangkalanbuun,76,ID,1520907170,100,-2.68,111.62,80.82,3.94
461,hatsukaichi,20,JP,1520902800,62,34.36,132.28,60.8,3.36
462,katobu,8,ID,1520906918,86,-4.94,122.53,86.13,3.38
463,nizwa,0,OM,1520907171,78,22.93,57.53,54.0,1.14
464,porto novo,75,BR,1520906400,88,-23.68,-45.44,73.4,3.36
465,taoudenni,0,ML,1520907171,18,22.68,-3.98,57.33,4.5
466,panzhihua,0,CN,1520907172,41,26.59,101.72,63.72,3.04
467,ust-katav,0,RU,1520907172,40,54.94,58.17,-13.06,2.59
468,sorong,20,ID,1520907173,97,-0.86,131.25,85.14,5.73
469,kamenka,36,RU,1520907173,82,53.19,44.05,0.9,8.97
470,inhambane,8,MZ,1520907174,97,-23.87,35.38,76.86,12.55
471,puerto leguizamo,8,CO,1520907174,90,-0.19,-74.78,77.67,2.26
472,vila franca do campo,40,PT,1520904600,87,37.72,-25.43,60.8,14.99
473,mhasla,24,IN,1520907176,69,18.13,73.11,81.81,3.71
474,sao jose da coroa grande,8,BR,1520907176,88,-8.9,-35.15,78.3,11.21
475,amazar,88,RU,1520907177,58,53.86,120.88,15.84,3.38
476,lawrenceburg,90,US,1520904900,66,35.24,-87.33,46.4,9.17
477,lata,0,IN,1520907177,60,30.78,78.62,47.7,1.92
478,channapatna,20,IN,1520904600,88,12.65,77.22,68.0,5.82
479,male,36,UA,1520907179,90,50.74,33.7,27.09,16.69
480,suhbaatar,92,MN,1520907179,68,50.23,106.21,17.55,15.23
481,inuvik,40,CA,1520902800,66,68.36,-133.71,12.2,3.27
482,agustin codazzi,40,CO,1520902800,46,10.03,-73.24,91.4,9.17
483,berlevag,80,NO,1520907181,100,70.86,29.09,27.09,17.92
484,gat,0,SN,1520907166,65,14.69,-16.54,72.9,9.86
485,jadu,0,LY,1520907182,75,31.95,12.03,50.22,4.05
486,santa cruz cabralia,40,BR,1520906400,94,-16.28,-39.02,77.0,3.36
487,wagar,0,US,1520907183,48,31.44,-87.99,48.51,6.06
488,cidreira,0,BR,1520907184,95,-30.17,-50.22,59.67,2.37
489,rockland,90,US,1520905260,69,42.13,-70.92,39.2,13.87
490,mecca,0,SA,1520902800,73,21.43,39.83,69.8,2.71
491,lorengau,76,PG,1520907185,100,-2.02,147.27,81.27,11.88
492,orbetello,0,IT,1520902500,87,42.44,11.21,48.2,5.82
493,pompeia,56,BR,1520907186,56,-22.11,-50.17,82.35,6.51
494,carballo,92,ES,1520906400,87,43.21,-8.69,44.6,4.7
495,okha,76,RU,1520907187,97,53.59,142.95,17.55,5.06
496,dehloran,0,IR,1520907010,57,32.69,47.27,47.43,2.59
497,yuxia,12,CN,1520902800,87,34.06,108.63,53.6,2.24
498,tessalit,0,ML,1520906931,33,20.2,1.01,62.82,4.38
499,sweetwater,1,US,1520904900,34,32.47,-100.41,55.4,3.36
500,prieska,0,ZA,1520907188,67,-29.67,22.74,51.3,2.59
501,rancho palos verdes,75,US,1520906280,87,33.75,-118.37,66.2,5.82
502,nizhneangarsk,8,RU,1520907189,60,55.78,109.57,8.37,2.59
503,tocopilla,0,CL,1520907190,100,-22.09,-70.2,59.13,1.48
504,mayo,40,CA,1520902800,30,63.59,-135.9,41.0,3.36
505,moranbah,8,AU,1520907190,40,-22.0,148.04,87.75,15.79
506,marzuq,0,YE,1520907004,82,14.4,46.47,44.64,2.15
507,wuzhou,0,CN,1520907191,70,23.48,111.3,74.25,6.4
508,antofagasta,90,CL,1520906400,72,-23.65,-70.4,68.0,11.41
509,el tigre,0,VE,1520907073,55,8.89,-64.25,80.37,17.69
510,tirumullaivasal,88,IN,1520907193,85,11.24,79.84,81.9,7.74
511,makubetsu,75,JP,1520902800,63,42.84,143.34,30.2,2.24
512,yar-sale,56,RU,1520907118,87,66.83,70.83,2.52,9.19
513,catia la mar,20,VE,1520906400,73,10.6,-67.03,77.0,22.17
514,peniche,75,PT,1520904600,100,39.36,-9.38,57.2,13.87
515,salinopolis,36,BR,1520907195,100,-0.61,-47.36,78.93,8.97
516,maldonado,0,UY,1520906400,76,-34.91,-54.96,57.2,2.24
517,tura,8,IN,1520907196,75,25.52,90.21,68.22,4.61
518,sindi,92,EE,1520907196,87,58.41,24.66,35.91,15.12
519,north bend,40,US,1520904900,76,43.41,-124.22,57.2,3.71
520,sechura,0,PE,1520907198,87,-5.56,-80.82,73.62,7.96
521,tyrma,24,RU,1520907199,69,50.04,132.17,24.39,5.73
522,thinadhoo,48,MV,1520907089,100,0.53,72.93,82.62,5.39
523,kaeo,36,NZ,1520907200,65,-35.1,173.78,72.72,16.02
524,makat,0,KZ,1520907200,86,47.65,53.35,5.31,8.63
525,eganville,90,CA,1520902800,87,45.54,-77.1,32.0,2.24
526,basco,1,US,1520904900,51,40.33,-91.2,37.4,12.75
527,kassala,0,SD,1520907201,75,15.45,36.38,55.62,2.59
528,nemuro,75,JP,1520902800,74,43.32,145.57,33.8,12.75
529,ndola,88,ZM,1520907202,98,-12.97,28.64,62.19,6.62
530,goma,24,CD,1520907202,100,-1.67,29.23,55.98,0.92
531,muravlenko,88,RU,1520907203,82,63.79,74.5,9.99,13.56
532,mount isa,0,AU,1520904600,31,-20.73,139.49,87.8,12.75
533,arlit,0,NE,1520907203,18,18.74,7.39,61.38,4.61
534,svetlogorsk,75,RU,1520904600,68,53.14,59.15,-14.81,4.47
535,waingapu,12,ID,1520907204,82,-9.65,120.26,84.69,3.38
536,atar,44,MR,1520907025,28,20.52,-13.05,67.32,7.4
537,great yarmouth,92,GB,1520905800,93,52.61,1.73,41.0,10.29
538,valdivia,0,CL,1520906400,93,-39.81,-73.25,44.6,3.36
539,casa nova,44,BR,1520907206,90,-11.77,-39.23,76.77,4.16
540,burriana,0,ES,1520906400,62,39.89,-0.08,53.6,4.7
541,ayorou,0,NE,1520907206,29,14.73,0.92,65.97,3.38
542,vostok,92,RU,1520907207,97,46.45,135.83,37.17,3.04
543,boli,92,CN,1520907207,100,45.76,130.56,41.67,2.71
544,smithers,90,CA,1520902800,39,54.78,-127.17,48.2,2.24
545,champerico,5,MX,1520905920,61,16.38,-93.6,78.8,25.28
546,ossora,8,RU,1520907209,95,59.24,163.07,0.18,6.62
547,dinanagar,92,IN,1520906943,67,32.14,75.47,62.37,5.28
548,san vicente,20,SV,1520905800,88,13.64,-88.78,82.4,2.24
549,zabaykalsk,64,CN,1520907214,44,49.64,117.33,33.39,7.96
550,chabahar,0,IR,1520907076,100,25.29,60.65,70.74,11.65
551,hualmay,80,PE,1520907045,78,-11.1,-77.61,68.13,2.59
552,manono,48,CD,1520907214,99,-7.3,27.4,65.97,3.04
553,bull savanna,24,JM,1520907215,87,17.89,-77.59,70.47,3.49
554,dickinson,1,US,1520902560,80,46.88,-102.79,30.2,6.93
555,bambanglipuro,8,ID,1520907216,80,-7.95,110.28,83.88,4.16
556,prado,68,BR,1520907161,94,-17.34,-39.22,81.09,15.68
557,santa rosa,20,AR,1520901300,46,-36.62,-64.29,73.4,14.99
558,sambava,48,MG,1520907218,100,-14.27,50.17,79.56,20.49
559,wawa,0,NG,1520907218,67,9.9,4.41,72.27,5.06
560,bhachau,0,IN,1520907218,88,23.3,70.35,64.89,8.3
561,kilis,0,TR,1520904000,93,36.72,37.12,41.0,2.71
562,morag,92,PL,1520907219,97,53.92,19.93,46.8,13.44
563,talcahuano,0,CL,1520906400,66,-36.72,-73.12,55.4,6.93
564,aksu,0,KZ,1520904600,83,52.04,76.93,-4.01,8.95
565,peruibe,36,BR,1520907189,100,-24.32,-47.0,78.93,13.11
566,kronshagen,90,DE,1520904000,100,54.33,10.08,42.8,4.7
567,tabou,92,CI,1520907222,100,4.42,-7.36,78.39,9.98
568,okmulgee,1,US,1520904900,65,35.62,-95.96,46.4,4.7
569,goure,0,NE,1520907224,23,13.98,10.27,65.52,6.17
570,mabaruma,68,GY,1520907224,92,8.2,-59.78,76.23,7.29
